ticker,current_pe,forward_pe,market_cap,revenue,net_income,ebitda,gross_profit,roe,roa,roce,profit_margins,operating_margins,gross_margins,fcf_margin,fcf_to_net_income,gp_to_assets,asset_turnover,revenue_growth,earnings_growth,earnings_quarterly_growth,debt_to_equity,current_ratio,quick_ratio,dividend_yield,payout_ratio,beta,sector,industry,debtor_days,inventory_days,days_payable,cash_conversion_cycle,working_capital_days,screener_roce,fixed_assets_ratio,investment_ratio,screener_debt_to_equity,screener_opm,screener_dividend_payout
KAMATHOTEL.NS,15.956439,,4967392256.0,3691865088,289838016,803822016.0,2364850944,,,,0.07851,0.26879,0.64056,,,,,0.062,-0.272,-0.339,87.461,,,,0.0,0.307,Consumer Cyclical,Lodging,11.0,51.0,214.0,-152.0,-10.0,19.0,0.3709150326797386,0.08169934640522876,0.3875968992248062,22.0,
KAMDHENU.NS,8.273381,2.254902,6483309056.0,7535739904,780123008,890216512.0,2461681920,,,,0.103520006,0.11788,0.32667,,,,,-0.035,0.644,0.671,0.156,,,1.08,0.089899994,1.469,Basic Materials,Steel,22.0,12.0,19.0,15.0,16.0,29.0,0.09624413145539906,0.5868544600938967,0.0027472527472527475,12.0,
KANANIIND.NS,18.11111,,322524832.0,1946326016,17858000,7007750.0,21164000,,,,0.00918,0.00302,0.01087,,,,,0.364,-0.5,-0.452,0.485,,,,0.0,-0.063,Consumer Cyclical,Luxury Goods,,,,,,0.1,0.0026680006670001667,0.35584458896114723,0.007037607213547395,-4.12,
KANPRPLA.NS,16.906252,,5066388480.0,7210676224,288716992,637441728.0,2536420096,,,,0.03815,0.059609998,0.35176,,,,,0.195,0.353,0.373,56.258,,,0.43,0.0722,0.378,Consumer Cyclical,Packaging & Containers,52.0,100.0,16.0,136.0,22.0,12.0,0.4582392776523702,0.020316027088036117,0.584070796460177,8.0,
KANSAINER.NS,27.071823,21.616495,158497030144.0,79148498944,5856600064,8676174848.0,27808999424,,,,0.074,0.090679996,0.35134998,,,,,0.031,-0.822,-0.822,4.284,,,1.27,0.3453,0.086,Basic Materials,Specialty Chemicals,62.0,134.0,86.0,111.0,87.0,14.0,0.2738226976515431,0.2208287224886266,0.027669827452199595,12.0,
KAPSTON.NS,39.497715,,10529536000.0,7992741888,266660000,384448000.0,507864000,,,,0.03336,0.04796,0.063540004,,,,,0.165,0.641,0.641,172.342,,,,0.0,0.026,Industrials,Specialty Business Services,87.0,,,87.0,26.0,13.0,0.18633540372670807,0.0,1.7156862745098038,5.0,
KARMAENG.NS,27.460733,,606842176.0,98218000,21767000,-10200500.0,49414000,,,,0.22162001,-2.03982,0.50311,,,,,0.268,,,4.177,,,,0.0,0.096,Utilities,Utilities - Renewable,292.0,,,292.0,638.96,1.38,0.40343682874438586,0.16403046280023434,0.0418168709444845,-8.04,
KAYNES.NS,68.04037,46.19225,271155183616.0,33681989632,3886540032,5288027648.0,11654020096,,,,0.115389995,0.12302,0.346,,,,,0.216,0.089,0.153,18.899,,,,0.0,-0.054,Technology,Electronic Components,95.0,160.0,131.0,123.0,174.0,12.0,0.06371080487317755,0.17155981625723987,0.0777344645723458,13.0,
KCP.NS,15.48665,46.102562,23180025856.0,25272000512,1496000000,3260375040.0,10561899520,,,,0.0592,0.020350002,0.41793,,,,,0.023,-0.032,-0.032,39.481,,,0.14,0.0215,0.335,Basic Materials,Building Materials,17.0,207.0,86.0,138.0,-33.0,4.0,0.4799482535575679,0.016170763260025874,0.4900924702774108,7.0,
KDDL.NS,35.037006,26.418528,29113626624.0,19980167168,831086016,2154975488.0,7924968960,,,,0.0416,0.083050005,0.39664,,,,,0.264,-0.284,-0.292,25.144,,,0.84,0.2958,0.307,Consumer Cyclical,Luxury Goods,67.0,218.0,99.0,186.0,36.0,15.0,0.2945205479452055,0.2876712328767123,0.37606837606837606,19.0,
KEC.NS,21.57165,14.309386,149072003072.0,239879094272,6809999872,16887350272.0,56125001728,,,,0.02839,0.063260004,0.23396999,,,,,0.122,-0.016,-0.016,94.066,,,0.98,0.21200001,0.085,Industrials,Engineering & Construction,80.0,25.0,381.0,-276.0,40.0,15.0,0.03496845503007776,0.061476011150780066,0.8988785769528229,6.0,
KECL.NS,80.0,,8501001216.0,5549039104,106406000,467287744.0,1608651008,,,,0.01918,0.121709995,0.2899,,,,,0.264,5.889,6.193,83.428,,,,0.0,0.234,Industrials,Specialty Industrial Machinery,40.0,44.0,171.0,-87.0,-176.0,13.0,0.6932907348242812,0.01757188498402556,0.6075949367088608,7.0,
KEI.NS,53.956837,43.12806,466052874240.0,111861571584,8606690304,11300544512.0,25758709760,,,,0.07694,0.10069,0.23027,,,,,0.198,0.375,0.425,3.799,,,0.09,0.044299997,0.412,Industrials,Electrical Equipment & Parts,67.0,87.0,39.0,115.0,89.0,21.0,0.14085914085914086,0.00024975024975024975,0.03797672915319974,10.0,
KELLTONTEC.NS,8.953757,,8231458304.0,11893843968,913441280,1377899776.0,6345878016,,,,0.076799996,0.113620006,0.53354,,,,,0.104,0.106,0.215,21.666,,,,0.0,0.398,Technology,Software - Application,150.0,,,150.0,138.0,11.0,0.0639386189258312,0.4219948849104859,0.22916666666666666,16.0,
KERNEX.NS,42.79033,,22597578752.0,2587139072,526664992,593668480.0,1054329024,,,,0.20357001,0.20544,0.40752998,,,,,0.972,-0.159,-0.159,51.362,,,,0.0,-0.541,Technology,Software - Application,37.0,204.0,58.0,183.0,153.0,22.0,0.07203389830508475,0.02754237288135593,0.478494623655914,22.0,
KEYFINSERV.NS,18.457718,,1530936448.0,278676992,84494000,,261375008,,,,0.3032,0.6646,0.93791,,,,,0.831,-0.203,-0.202,0.964,,,0.36,0.0659,-0.066,Financial Services,Capital Markets,9.18,,,9.18,-20.83,3.51,0.10024968789013733,0.8558052434456929,0.007938608097380258,2.24,
KFINTECH.NS,44.875183,28.478813,155093942272.0,13014930432,3437120000,5296679936.0,7764160000,0.22312,0.1225,,0.26409,0.29232,0.59656,,,,,0.277,-0.05,-0.046,3.314,3.304,2.646,0.84,0.3739,-0.214,Technology,Software - Application,62.0,,,62.0,30.0,34.0,0.4230349344978166,0.29748908296943233,0.030323914541695383,44.0,
KHADIM.NS,23.94799,6.986207,1861730176.0,3773440000,77970000,559800000.0,1806610048,,,,0.00866,0.05007,0.47877,,,,,-0.462,,,154.065,,,,0.0,-0.029,Consumer Cyclical,Footwear & Accessories,193.0,415.0,377.0,231.0,118.0,9.0,0.2708333333333333,0.0,1.536144578313253,14.0,
KHAICHEM.NS,7.748942,,5328586752.0,9693364224,719609024,1059259008.0,3441029120,,,,0.07424,0.11059,0.35499,,,,,0.337,0.636,0.628,106.925,,,,0.0,0.1,Basic Materials,Agricultural Inputs,23.0,127.0,31.0,119.0,60.0,18.0,,0.007142857142857143,0.0,11.0,
KHAITANLTD.NS,9.403788,,623246528.0,1019679424,65687760,67792272.0,236105136,,,,0.06442,0.059759997,0.23155001,,,,,0.49,0.602,0.597,38.132,,,,0.0,0.118,Industrials,Industrial Distribution,31.0,36.0,137.0,-71.0,-85.0,21.0,0.6619718309859155,0.07042253521126761,0.36666666666666664,6.0,
KICL.NS,47.91751,,20691550208.0,776889984,431350016,642887488.0,776889984,,,,0.55522996,0.64038,1.0,,,,,0.163,-0.471,-0.471,,,,,0.0,0.326,Financial Services,Asset Management,0.0,,,0.0,-12.0,1.0,0.0,0.968683197947841,0.0,84.0,
KRISHANA.NS,20.74074,,37393330176.0,24180011008,1801469056,2983350016.0,6788178944,0.38145,0.12325,,0.074499995,0.10695,0.28074,,,,,0.598,1.531,1.528,130.807,1.361,0.9,0.08,0.0172,-0.266,Basic Materials,Agricultural Inputs,108.0,65.0,47.0,126.0,40.0,27.0,0.2742230347349177,0.0,1.3065953654188949,12.0,2.0
KRITIKA.NS,22.034483,,1701529216.0,7867637760,75404000,124096496.0,501945984,,,,0.00958,0.01117,0.0638,,,,,-0.099,-0.25,-0.231,39.762,,,,0.0,0.097,Basic Materials,Steel,18.0,33.0,15.0,36.0,24.0,15.0,0.1588235294117647,0.01764705882352941,0.4020618556701031,1.0,
KRITINUT.NS,15.153375,,4950227968.0,8663356416,324900000,401899744.0,938048000,,,,0.0375,0.04487,0.10828,,,,,0.297,0.109,0.11,2.584,,,0.3,0.0463,0.271,Consumer Defensive,Packaged Foods,4.0,22.0,3.0,24.0,24.0,24.0,0.21875,0.203125,0.026200873362445413,5.0,
KRN.NS,119.227936,59.778797,80629538816.0,5520802816,679729024,915491008.0,2936547072,,,,0.12312,0.16521999,0.53191,,,,,0.375,0.722,0.651,5.766,,,,0.0,,Technology,Electronic Components,79.0,108.0,60.0,127.0,159.0,21.0,0.03498542274052478,0.36588921282798836,0.003738317757009346,14.0,
KRONOX.NS,19.968794,,5223501312.0,1012246976,259731008,324955488.0,515825984,,,,0.25659,0.29692,0.50958997,,,,,0.053,0.011,0.009,2.578,,,0.36,0.071,,Basic Materials,Specialty Chemicals,72.0,46.0,52.0,66.0,168.0,44.0,0.26548672566371684,0.0,0.0297029702970297,32.0,
KROSS.NS,31.911304,,11836834816.0,6327170048,499120000,798195008.0,2816029952,,,,0.078889996,0.11897001,0.44507,,,,,0.183,-0.332,0.028,13.24,,,,0.0,,Consumer Cyclical,Auto Parts,107.0,102.0,69.0,139.0,106.0,22.0,0.25666666666666665,0.01,0.13245033112582782,13.0,
KRSNAA.NS,23.9869,14.339314,19009060864.0,7662459904,803870016,2066770048.0,5866019840,,,,0.10491,0.13126999,0.76555,,,,,0.038,-0.207,-0.215,30.959,,,0.47,0.112399995,-0.03,Healthcare,Diagnostics & Research,152.0,,,152.0,28.0,13.0,0.4524284763805722,0.021290751829673986,0.30472103004291845,30.0,
KRYSTAL.NS,19.225868,,8432073216.0,13254389760,436540000,818014976.0,1472359936,,,,0.03294,0.05716,0.11108,,,,,0.107,0.05,0.5,21.908,,,0.25,0.0478,0.92,Industrials,Specialty Business Services,111.0,5.0,205.0,-90.0,66.0,17.0,0.14002642007926025,0.011889035667107,0.22197802197802197,7.0,
KSB.NS,62.4036,42.49453,168992079872.0,26957000704,2704999936,3735000064.0,12394000384,0.17097999,0.07664,,0.10034,0.14541,0.45977002,,,,,0.079,0.109,0.108,0.31,2.025,1.125,0.45,0.2574,-0.305,Industrials,Specialty Industrial Machinery,118.0,197.0,111.0,204.0,104.0,25.0,0.1705170517051705,0.002566923359002567,0.0030998140111593306,14.0,29.0
KSCL.NS,16.466,13.523676,49560682496.0,13778999296,3007062016,3257245440.0,6625060864,,,,0.21824,0.02805,0.48081002,,,,,0.208,-0.071,-0.158,,,,0.52,0.0848,-0.021,Basic Materials,Agricultural Inputs,16.0,624.0,291.0,348.0,95.0,19.0,0.16381709741550696,0.17654075546719683,0.0,24.0,
KSL.NS,13.989511,12.945548,37257887744.0,14143579136,1217039616,1675441280.0,7338553856,,,,0.08605,0.13818,0.51886004,,,,,-0.102,-0.102,-0.102,,,,1.18,0.16389999,,Basic Materials,Steel,79.0,68.0,97.0,51.0,-15.0,16.0,0.23112371499468273,0.04856433888691953,0.21725888324873097,20.0,
KSOLVES.NS,23.872473,,7282162688.0,1529817984,305016000,432731488.0,765531008,,,,0.19938,0.30544,0.50041,,,,,0.122,-0.051,-0.05,7.526,,,6.48,1.0498,-0.102,Technology,Software - Application,56.0,,,56.0,23.0,157.0,0.10714285714285714,0.017857142857142856,0.058823529411764705,29.0,
KUANTUM.NS,12.764228,,6850194944.0,10695687168,537408000,1652826240.0,6676152832,,,,0.05025,0.07814,0.62419,,,,,0.072,-0.533,-0.534,56.267,,,3.84,0.4878,-0.096,Basic Materials,Paper & Paper Products,13.0,141.0,47.0,107.0,-25.0,11.0,0.8067655236329935,0.0,0.562655601659751,16.0,
LAGNAM.NS,10.235654,,1481192320.0,5881895936,145804000,739894272.0,1681735040,,,,0.02479,0.08217,0.28592,,,,,0.03,0.571,0.567,289.472,,,,0.0,0.231,Consumer Cyclical,Textile Manufacturing,41.0,98.0,12.0,127.0,8.0,10.0,0.5964912280701754,0.0,3.206611570247934,12.0,
LALPATHLAB.NS,43.494778,38.83,229421547520.0,26627950592,5283380224,7150734848.0,15578090496,,,,0.19840999,0.20794001,0.58502996,,,,,0.106,-0.066,-0.064,6.441,,,1.02,0.3952,0.096,Healthcare,Diagnostics & Research,16.0,26.0,155.0,-113.0,-28.0,31.0,0.3913805185704275,0.19761737911702873,0.06364801366937206,29.0,
LAMBODHARA.NS,13.397435,,1084459264.0,2352349952,80906000,251246256.0,775052992,,,,0.03439,0.04858,0.32948002,,,,,-0.029,0.589,0.583,32.269,,,0.47,0.0641,0.216,Consumer Cyclical,Textile Manufacturing,16.0,37.0,8.0,45.0,18.0,9.0,0.5670103092783505,0.15463917525773196,0.319672131147541,11.0,
LANDMARK.NS,70.33275,14.947889,16652308480.0,47089360896,236990000,1692664960.0,7588440064,,,,0.00503,0.02664,0.16115,,,,,0.126,0.248,0.249,166.568,,,0.12,0.0874,0.85,Consumer Cyclical,Auto & Truck Dealerships,24.0,162.0,45.0,141.0,68.0,10.0,0.22745901639344263,0.3125,0.1438474870017331,11.0,
LAOPALA.NS,19.520174,16.126125,19868999680.0,3177701120,1018299008,1130339968.0,2550631936,,,,0.32044998,0.30978,0.80267,,,,,-0.074,0.033,0.036,1.046,,,4.2,0.8179,0.329,Consumer Cyclical,"Furnishings, Fixtures & Appliances",32.0,416.0,45.0,402.0,76.0,15.0,0.2056818181818182,0.6431818181818182,0.00997506234413965,37.0,
LASA.NS,2.1863012,,399807904.0,669608000,-442169984,55684500.0,151544992,,,,-0.66033995,-1.03721,0.22632,,,,,-0.933,,,13.025,,,,0.0,0.302,Healthcare,Drug Manufacturers - Specialty & Generic,4.0,84.0,35.0,53.0,37.0,-1.0,0.8055555555555556,0.0,0.125,-3.0,
LATENTVIEW.NS,30.385817,24.556173,60297936896.0,10132859904,1988460032,2357574912.0,3494500096,,,,0.19624001,0.18579,0.34487,,,,,0.22,0.198,0.197,1.517,,,,0.0,0.324,Industrials,Consulting Services,103.0,,,103.0,218.0,10.0,0.028309104820198928,0.7329762815608263,0.012749003984063745,20.0,
LATTEYS.NS,67.70968,,1206837376.0,1024072000,26623000,44864248.0,256236992,,,,0.025999999,0.05213,0.25021,,,,,0.95,3.0,2.948,36.75,,,,0.0,1.519,Industrials,Specialty Industrial Machinery,94.0,86.0,74.0,106.0,57.0,13.0,0.16981132075471697,0.0,0.36363636363636365,5.0,
LAURUSLABS.NS,71.29188,59.331913,597468250112.0,67216297984,8433200128,16575699968.0,38328598528,,,,0.12546,0.20221001,0.57023,,,,,0.257,1.719,1.727,44.831,,,0.22,0.1025,0.339,Healthcare,Drug Manufacturers - Specialty & Generic,142.0,258.0,138.0,262.0,56.0,9.0,0.3389323515876668,0.09284399447768063,0.37027246848312323,24.0,
LAXMICOT.NS,3.4719625,,254814368.0,1558571008,76848000,95748248.0,259416000,,,,0.049310002,-0.02036,0.16644,,,,,-0.418,,,65.868,,,,0.0,-0.41,Consumer Cyclical,Textile Manufacturing,8.0,132.0,20.0,120.0,66.0,0.0,0.25,0.0,0.65625,3.0,
LAXMIDENTL.NS,48.780487,21.276596,10992430080.0,2645700096,231780000,349395008.0,1947910016,,,,0.08761,0.04232,0.73626,,,,,0.071,-0.591,-0.588,3.883,,,,0.0,,Healthcare,Medical Instruments & Supplies,68.0,132.0,196.0,4.0,72.0,17.0,0.14925373134328357,0.2574626865671642,0.020833333333333332,15.0,
LEMONTREE.NS,42.42446,27.951113,93390512128.0,14085746688,2202432000,6687094784.0,10046936064,,,,0.15636,0.42259997,0.71327,,,,,0.143,0.0,0.003,109.554,,,,0.0,-0.316,Consumer Cyclical,Lodging,33.0,,,33.0,-57.0,11.0,0.2975014526438117,0.5740848343986055,0.2792307692307692,50.0,
LEXUS.NS,20.952381,,355356736.0,713088000,22213000,10145750.0,671553984,,,,0.03115,-0.29218,0.94175005,,,,,-0.283,5.0,7.978,332.938,,,,0.0,-0.793,Industrials,Building Products & Equipment,40.52,2572.42,845.86,1767.08,105.8,-1.77,0.28181590586664446,8.345155637152634e-05,3.3298202107873522,4.95,
LGBBROSLTD.NS,17.272285,15.565885,56613756928.0,29298008064,3330644992,4583444992.0,15890357248,,,,0.11368,0.12861,0.54237,,,,,0.206,0.175,0.174,9.738,,,1.14,0.1902,0.037,Consumer Cyclical,Auto Parts,45.0,139.0,89.0,94.0,35.0,20.0,0.31073876618431073,0.09367859862909368,0.0735444330949949,17.0,
LGHL.NS,115.17857,,12923880448.0,1056600896,108140992,239144000.0,281413536,,,,0.10235,0.23586,0.26634002,,,,,0.092,-0.12,-0.124,129.046,,,,0.0,-0.196,Consumer Cyclical,Luxury Goods,119.0,559.0,53.0,625.0,471.0,18.0,0.005154639175257732,0.12886597938144329,1.2933333333333332,22.0,
LIBAS.NS,3.5188406,,319823200.0,922718976,23451000,57934752.0,145607008,,,,0.02542,0.06122,0.1578,,,,,0.018,,,16.808,,,,0.0,0.073,Consumer Cyclical,Apparel Manufacturing,195.06,163.89,103.61,255.33,157.85,0.12,0.013776788199276371,0.008627887559142778,0.25972961900860303,5.09,
LIBERTSHOE.NS,37.623146,,4321003008.0,7156051968,114989000,461652256.0,3907225088,,,,0.01607,0.02735,0.546,,,,,0.13,-0.748,-0.751,72.559,,,,0.0,-0.558,Consumer Cyclical,Footwear & Accessories,63.0,223.0,85.0,200.0,77.0,10.0,0.33463796477495106,0.0,0.7236842105263158,10.0,
LICI.NS,9.527784,7.983613,5053672849408.0,9455849701376,564841283584,713593978880.0,1101376258048,,,,0.05973,0.06466,0.11648,,,,,0.161,,0.243,,,,1.5,0.14310001,0.545,Financial Services,Insurance - Life,0.0,,,0.0,38.0,53.0,0.000768026779396915,0.9438805490062588,0.0,6.0,
LIKHITHA.NS,16.187593,,8447160320.0,4715411968,522046016,712045248.0,1295609984,,,,0.11071,0.10613,0.27476,,,,,-0.118,-0.463,-0.464,0.133,,,,0.0,0.157,Energy,Oil & Gas Equipment & Services,62.0,1558.0,328.0,1292.0,182.0,28.0,0.050997782705099776,0.013303769401330377,0.002506265664160401,16.0,
LINC.NS,17.758318,,6033868288.0,5592663040,343883008,587058752.0,2160495104,,,,0.061490003,0.06982,0.38631,,,,,0.058,-0.218,-0.223,11.183,,,1.49,0.2591,0.322,Industrials,Business Equipment & Supplies,35.0,102.0,64.0,73.0,54.0,22.0,0.3225806451612903,0.04398826979472141,0.08677685950413223,11.0,
LINCOLN.NS,15.318744,,12899144704.0,6519356928,878342016,1011334016.0,3439642880,,,,0.13473,0.1195,0.5276,,,,,0.135,0.377,0.377,0.009,,,0.28,0.040999997,0.363,Healthcare,Drug Manufacturers - Specialty & Generic,97.0,99.0,106.0,89.0,116.0,17.0,0.21662763466042154,0.24473067915690866,0.0,15.0,
LINDEINDIA.NS,105.87727,90.29484,626839060480.0,25081819136,5899310080,9354064896.0,15198249984,,,,0.2352,0.20444,0.60595,,,,,0.131,6.764,6.769,,,,0.06,0.0651,-0.11,Basic Materials,Specialty Chemicals,57.0,69.0,349.0,-224.0,-29.0,17.0,0.3653918260217473,0.005061867266591676,0.016957732219691216,38.0,
LLOYDSENGG.NS,48.81356,,84904984576.0,10380808192,1613095040,1550183808.0,2468844032,,,,0.15539,0.17086,0.23783001,,,,,0.023,0.581,0.709,15.717,,,0.43,0.2124,0.871,Industrials,Specialty Industrial Machinery,98.0,31.0,55.0,74.0,86.0,23.0,0.08084022915340547,0.1578612348822406,0.14038128249566725,15.0,
LLOYDSENT.NS,29.824562,,103805534208.0,15259697152,2547575040,885980480.0,3513498880,,,,0.16695,0.060229998,0.23025,,,,,0.031,,,15.954,,,0.29,0.0877,0.846,Basic Materials,Steel,1.0,1.0,0.0,2.0,-68.0,1.0,0.0004878048780487805,0.9573983739837398,0.04471310688927269,0.0,
LLOYDSME.NS,40.173676,16.005463,988973957120.0,122862501888,24631900160,35513425920.0,60463501312,,,,0.20048,0.31112,0.49212003,,,,,2.019,1.668,1.691,100.054,,,0.06,0.0228,0.003,Basic Materials,Steel,9.0,196.0,16.0,188.0,5.0,38.0,0.3731603891244699,0.01413486322441174,0.2525911708253359,32.0,
LMW.NS,135.74788,56.90063,154155696128.0,30780899328,1148800000,1537299968.0,12003600384,,,,0.037320003,0.01498,0.38997,,,,,-0.011,-0.24,-0.24,,,,0.21,0.27899998,0.241,Industrials,Specialty Industrial Machinery,24.0,107.0,111.0,21.0,-10.0,5.0,0.21784961349262122,0.2565003513703443,0.0,6.0,
LODHA.NS,26.119556,18.724976,892580593664.0,166762004480,34282000384,49208999936.0,68797997056,0.1571,0.05258,,0.20557,0.27622998,0.41255,,,,,0.076,0.094,0.094,42.238,1.749,0.18,0.47,0.1241,0.383,Real Estate,Real Estate - Development,22.0,1481.0,152.0,1351.0,394.0,15.0,,0.05285136616152073,0.0,27.0,
LORDSCHLO.NS,14.410001,,4129021440.0,3722713088,267002000,567379264.0,1093661952,,,,0.07172,0.069910005,0.29378,,,,,0.45,2.51,2.64,72.87,,,,0.0,-1.166,Basic Materials,Chemicals,50.0,158.0,36.0,171.0,4.0,5.0,0.6514423076923077,0.02403846153846154,0.7313432835820896,16.0,
LOVABLE.NS,14.290134,4.1834655,1093424000.0,439318016,76468000,-88762496.0,218242000,,,,0.09189,-0.00389,0.49677,,,,,0.263,,,1.621,,,,0.0,0.338,Consumer Cyclical,Apparel Manufacturing,187.21,1043.35,224.55,1006.02,525.22,-3.58,0.0975070365902694,0.45436268596702856,0.016264919260472733,-18.01,
LT.NS,31.463223,25.976627,5531416657920.0,2827686510592,171246305280,333417840640.0,1028793827328,,,,0.057490002,0.10682,0.36383,,,,,0.111,-0.043,-0.043,111.847,,,0.85,0.2658,0.425,Industrials,Engineering & Construction,98.0,20.0,224.0,-106.0,-2.0,19.0,0.06236243179621063,0.2765728517513149,0.2700331247699669,8.0,
LTF.NS,23.615643,14.827391,703587024896.0,90128498688,29811800064,,90128498688,0.111169994,0.022720002,,0.33077,0.4334,1.0,,,,,0.302,0.265,0.268,393.442,56.472,56.13,0.98,0.2315,0.627,Financial Services,Credit Services,,,,,,,,0.08932513402712078,0.0,,
LTFOODS.NS,22.904432,17.763975,148971503616.0,103183319040,6502291968,11094525952.0,35785814016,,,,0.06302,0.1086,0.34682,,,,,0.238,0.707,0.71,28.488,,,0.93,0.13350001,0.373,Consumer Defensive,Packaged Foods,17.0,182.0,80.0,119.0,90.0,15.0,0.11815675462780623,0.17447814100039385,0.12417943107221006,7.0,
LTIM.NS,28.09031,21.301775,1335159685120.0,409688014848,47543001088,68558999552.0,118673997824,0.20966999,0.12402,,0.11605,0.16113001,0.28967,,,,,0.116,-0.106,-0.106,9.817,3.186,2.863,0.0149,0.4181,0.267,Technology,Information Technology Services,,,,,,,,,,,
LTTS.NS,31.431536,22.30907,385424687104.0,109958995968,12280999936,19373000704.0,45384998912,0.19540001,0.09871,,0.116330005,0.15217,0.41274,,,,,-0.042,0.067,0.068,8.911,2.277,1.574,1.6,0.48389998,-0.052,Technology,Information Technology Services,68.0,,,68.0,88.0,27.0,,0.2618310482087572,0.0,18.0,
LUMAXIND.NS,29.373812,20.923267,47664087040.0,39076892672,1623440000,3287947776.0,12720064512,,,,0.041539997,0.06858,0.32551,,,,,0.187,0.39,0.39,121.301,,,0.69,0.2015,0.862,Consumer Cyclical,Auto Parts,50.0,96.0,154.0,-8.0,-44.0,13.0,0.46145685997171143,0.008486562942008486,1.5948136142625609,9.0,
LUMAXTECH.NS,44.254276,32.282997,111028895744.0,45862817792,2491207936,5646420992.0,15800422400,,,,0.05432,0.101,0.34451,,,,,0.403,0.839,0.84,87.422,,,0.34,0.1505,0.445,Consumer Cyclical,Auto Parts,59.0,25.0,76.0,9.0,-56.0,11.0,0.1837837837837838,0.5637837837837838,0.7364705882352941,7.0,
LUPIN.NS,22.797003,23.482035,1057135263744.0,261505007616,46450401280,68564451328.0,184506793984,,,,0.17763,0.26459998,0.70555997,,,,,0.243,0.373,0.375,31.513,,,0.52,0.1183,0.283,Healthcare,Drug Manufacturers - Specialty & Generic,122.0,239.0,146.0,215.0,153.0,22.0,0.15134257983527755,0.4316463059918557,0.03724654716426682,39.0,
LUXIND.NS,41.39494,31.751694,42298822656.0,28734199808,1080199936,1842875008.0,14830600192,,,,0.03759,0.042069998,0.51613,,,,,0.217,-0.598,-0.597,32.661,,,0.14,0.0557,0.069,Consumer Cyclical,Apparel Manufacturing,127.0,336.0,173.0,290.0,169.0,13.0,0.12474576271186441,0.05220338983050848,0.28890128276631344,7.0,
LXCHEM.NS,51.53381,28.962,40143003648.0,28210440192,795699968,2315970048.0,6784110080,,,,0.028210001,0.04099,0.24048,,,,,-0.086,-0.124,-0.133,17.29,,,0.35,0.1742,0.074,Basic Materials,Specialty Chemicals,67.0,68.0,133.0,3.0,11.0,9.0,0.44806007509386736,0.025657071339173967,0.17061855670103093,6.0,
M&M.NS,22.148891,21.604574,3715398369280.0,1888898121728,157264494592,345485443072.0,735653199872,,,,0.08326,0.16723,0.38946,,,,,0.264,0.468,0.47,132.29,,,0.82,0.18110001,0.402,Consumer Cyclical,Auto Manufacturers,18.0,44.0,99.0,-38.0,-26.0,27.0,0.20575237466534638,0.34267612865368396,0.02427396188957904,16.0,
MAANALU.NS,53.180214,,9027722240.0,7999962112,152670000,249878752.0,1021574016,,,,0.01908,0.024300002,0.1277,,,,,-0.166,-0.071,-0.062,44.279,,,,0.0,0.6,Basic Materials,Aluminum,47.0,30.0,10.0,67.0,36.0,12.0,0.35081967213114756,0.022950819672131147,0.44385026737967914,3.0,
MACPOWER.NS,34.61063,,11204659200.0,3129581056,323795008,516956992.0,1189464064,,,,0.10346,0.15888,0.38007,,,,,0.433,1.19,1.19,0.841,,,0.13,0.0463,-0.707,Industrials,Specialty Industrial Machinery,48.0,243.0,124.0,167.0,112.0,27.0,0.23715415019762845,0.0,0.0064516129032258064,17.0,
